STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Expense,072-Grants-Federal,"1,852,167","1,805,000","1,800,079",0,"1,800,079","1,800,079",0,"1,800,079"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Expense,080-Out-Of State Travel,"14,660","24,300","24,300",0,"24,300","24,300",0,"24,300"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Expense,085-Interagency Transfers out of F,0,"75,000","68,000",0,"68,000","68,000",0,"68,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Expense,102-Contracts for program services,"166,339","275,000","275,000",0,"275,000","275,000",0,"275,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Funding,000-Federal Funds,"2,698,383","3,315,805","3,228,374",0,"3,228,374","3,246,397",0,"3,246,397"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Funding,009-Agency Income,0,0,"159,898",0,"159,898","164,695",0,"164,695"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75410000-NHTSA GRANTS,Position,FTE1-Permanent Classified,4,4,5,0,5,5,0,5
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,020-Current Expenses,0,"2,400","2,400",0,"2,400","2,400",0,"2,400"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,029-Intra-Agency Transfers,"286,423","275,000","275,000",0,"275,000","275,000",0,"275,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,040-Indirect Costs,"7,821","13,000","13,000",0,"13,000","13,000",0,"13,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,041-Audit Fund Set Aside,349,900,900,0,900,900,0,900
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,072-Grants-Federal,0,"250,000","250,000",0,"250,000","250,000",0,"250,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,085-Interagency Transfers out of F,0,"75,000","75,000",0,"75,000","75,000",0,"75,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Expense,102-Contracts for program services,"55,000","95,000","95,000",0,"95,000","95,000",0,"95,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75420000-NHTSA DATA PROGRAM,Funding,000-Federal Funds,"349,593","711,300","711,300",0,"711,300","711,300",0,"711,300"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,020-Current Expenses,"2,762","3,000","3,000",0,"3,000","3,000",0,"3,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,029-Intra-Agency Transfers,"761,094","900,000","900,000",0,"900,000","900,000",0,"900,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,040-Indirect Costs,"16,716","28,000","28,000",0,"28,000","28,000",0,"28,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,041-Audit Fund Set Aside,929,"1,750","1,750",0,"1,750","1,750",0,"1,750"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,050-Personal Service-Temp/Appointe,0,"49,257","111,737",0,"111,737","115,089",0,"115,089"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,060-Benefits,0,"3,872","8,783",0,"8,783","9,046",0,"9,046"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,072-Grants-Federal,"2,013","200,000","200,000",0,"200,000","200,000",0,"200,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,080-Out-Of State Travel,"52,307","60,000","60,000",0,"60,000","60,000",0,"60,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,085-Interagency Transfers out of F,"31,662","275,000","245,000",0,"245,000","275,000",0,"275,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Expense,102-Contracts for program services,"62,485","200,000","200,000",0,"200,000","200,000",0,"200,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75430000-NHTSA ALCOHOL-IMPAIRED DR,Funding,000-Federal Funds,"929,968","1,720,879","1,758,270",0,"1,758,270","1,791,885",0,"1,791,885"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Expense,020-Current Expenses,0,"3,500","3,500",0,"3,500","3,500",0,"3,500"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Expense,029-Intra-Agency Transfers,0,"25,000","25,000",0,"25,000","25,000",0,"25,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Expense,040-Indirect Costs,"3,027","8,400","8,526",0,"8,526","8,654",0,"8,654"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Expense,041-Audit Fund Set Aside,24,300,300,0,300,300,0,300
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Expense,085-Interagency Transfers out of F,0,"25,000","25,000",0,"25,000","25,000",0,"25,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Expense,102-Contracts for program services,"21,287","60,000","60,000",0,"60,000","60,000",0,"60,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231010-OFFICE OF COMMISSIONER,010-General Fund,75440000-NHTSA MOTORCYCLE SAFETY,Funding,000-Federal Funds,"24,338","122,200","122,326",0,"122,326","122,454",0,"122,454"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,010-Personal Services-Perm. Classi,"257,133","293,494","295,399",0,"295,399","304,010",0,"304,010"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,011-Personal Services-Unclassified,"444,550","556,843","463,445",0,"463,445","464,143",0,"464,143"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,018-Overtime,"25,473","5,600","30,000",0,"30,000","30,000",0,"30,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,020-Current Expenses,"8,487","8,260","9,500",0,"9,500","9,500",0,"9,500"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,022-Rents-Leases Other Than State,"1,524","3,000","2,000",0,"2,000","2,000",0,"2,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,027-Transfers To Oit,"74,015","104,633","83,350","6,193","89,543","88,030","3,354","91,384"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,028-Transfers to Plant & Prop,"1,198,043","1,754,743","1,037,180","206,641","1,243,821","1,051,249","110,246","1,161,495"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,029-Intra-Agency Transfers,"20,864","25,339","39,133",0,"39,133","44,895",0,"44,895"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,030-Equipment New/Replacement,399,"2,000","4,500",0,"4,500","2,000",0,"2,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,037-Technology - Hardware,0,0,"2,000",0,"2,000",500,0,500
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,038-Technology - Software,125,0,"1,000",0,"1,000",250,0,250
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,039-Telecommunications,"8,598","11,985","11,985",0,"11,985","11,985",0,"11,985"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,047-Own Forces Maint.-Build.-Grnds,"14,651","15,000","15,000",0,"15,000","15,000",0,"15,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,048-Contractual Maint.-Build-Grnds,"3,086","10,000","10,000",0,"10,000","10,000",0,"10,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,049-Transfer to Other State Agenci,325,344,339,0,339,339,0,339
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,050-Personal Service-Temp/Appointe,"90,590","79,639","100,000",0,"100,000","100,000",0,"100,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,"057-Books, Periodicals, Subscripti",499,500,500,0,500,500,0,500
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,060-Benefits,"273,594","336,341","355,270",0,"355,270","373,673",0,"373,673"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,066-Employee training,"1,204","2,000","1,000",0,"1,000","1,000",0,"1,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,070-In-State Travel Reimbursement,"1,081","2,750",500,0,500,500,0,500
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,080-Out-Of State Travel,185,"3,000",250,0,250,250,0,250
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Expense,089-Transfer to DAS Maintenance Fu,"175,671","87,835","58,752",0,"58,752","58,752",0,"58,752"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Funding,003-Revolving Funds,"385,360","531,564","394,020","32,415","426,435","401,508","17,301","418,809"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Funding,009-Agency Income,"719,339","1,084,236","837,325","70,810","908,135","853,091","37,795","890,886"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Funding,00S-General Fund,"800,350","836,521","624,563","53,102","677,665","636,298","28,343","664,641"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Funding,00S-Highway Fund,"695,048","850,985","665,195","56,507","721,702","677,679","30,161","707,840"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Position,FTE1-Permanent Classified,4,4,4,0,4,4,0,4
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23000000-OFFICE OF THE COMMISSIONER,Position,FTE2-Unclassified Positions,3,3,3,0,3,3,0,3
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,010-Personal Services-Perm. Classi,"1,815,896","1,947,532","1,974,290",0,"1,974,290","1,998,659",0,"1,998,659"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,018-Overtime,"34,713","5,600","37,500",0,"37,500","37,500",0,"37,500"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,020-Current Expenses,"50,870","56,019","49,974",0,"49,974","50,019",0,"50,019"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,022-Rents-Leases Other Than State,"1,696","5,250","1,750",0,"1,750","1,750",0,"1,750"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,024-Maint.Other Than Build.- Grnds,0,"3,500",0,0,0,0,0,0
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,027-Transfers To Oit,"200,327","174,390","215,328",0,"215,328","227,420",0,"227,420"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,029-Intra-Agency Transfers,"77,473","93,962","98,392",0,"98,392","112,857",0,"112,857"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,030-Equipment New/Replacement,0,"34,000",500,0,500,500,0,500
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,037-Technology - Hardware,0,"1,100","1,100",0,"1,100","1,100",0,"1,100"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,039-Telecommunications,"18,727","19,300","19,300",0,"19,300","19,300",0,"19,300"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,049-Transfer to Other State Agenci,"1,151","1,218","1,307",0,"1,307","1,307",0,"1,307"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,050-Personal Service-Temp/Appointe,"97,724","103,485","100,000",0,"100,000","100,000",0,"100,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,"057-Books, Periodicals, Subscripti","1,584","1,000","1,000",0,"1,000","1,000",0,"1,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,060-Benefits,"928,157","1,036,783","1,045,129",0,"1,045,129","1,095,909",0,"1,095,909"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,066-Employee training,0,"1,000",500,0,500,500,0,500
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,070-In-State Travel Reimbursement,"15,005","14,000","15,000",0,"15,000","15,000",0,"15,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,080-Out-Of State Travel,0,0,100,0,100,100,0,100
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,103-Contracts for Op Services,0,0,"100,000",0,"100,000","100,000",0,"100,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Expense,230-Interpreter Services,"1,889","3,000","2,500",0,"2,500","2,500",0,"2,500"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Funding,003-Revolving Funds,0,0,"66,614",0,"66,614","69,912",0,"69,912"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Funding,009-Agency Income,"259,617","280,091","287,765",0,"287,765","295,639",0,"295,639"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Funding,00S-Highway Fund,"2,985,595","3,221,048","3,309,291",0,"3,309,291","3,399,870",0,"3,399,870"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,23040000-BUREAU OF HEARINGS,Position,FTE1-Permanent Classified,25,25,26,0,26,26,0,26
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,010-Personal Services-Perm. Classi,"223,749","358,458","297,375",0,"297,375","306,347",0,"306,347"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,018-Overtime,"5,933","5,600","5,000",0,"5,000","5,000",0,"5,000"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,019-Holiday Pay,0,"2,509",0,0,0,0,0,0
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,020-Current Expenses,"6,233","21,032","20,949",0,"20,949","21,032",0,"21,032"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,022-Rents-Leases Other Than State,"1,199","2,500","2,500",0,"2,500","2,500",0,"2,500"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,026-Organizational Dues,"4,627","6,500","6,500",0,"6,500","6,500",0,"6,500"
02-ADMIN OF JUSTICE AND PUBLIC PRTN,00023-SAFETY DEPT,023-SAFETY DEPT,COM231015-OFFICE OF COMMISSIONER,015-Highway Fund,75460000-HIGHWAY SAFETY ADMINISTRATION,Expense,027-Transfers To Oit,"62,626","73,494","95,303",0,"95,303","100,374",0,"100,374"
