Agency Title,Agency Code,Fiscal Year,Effective Date,Account,Account Type,Account Category (Ex),Account Summary (Ex),Goal,Funds,Fund Title,Fund Category,Vendor,Amount,Agency Title 
"Health and Welfare, Department of",270,2024,2023-12-18,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-18,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-19,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-21,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,120,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-22,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,70,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-23,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-26,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-24,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-28,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-25,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-01,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-28,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-02,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-29,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-11,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,100,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-30,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,10,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-31,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-01,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-05,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-06,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,235,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-07,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,160,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-08,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-11,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,100,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-12,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,135,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-13,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-14,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,100,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-15,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-18,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,110,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-19,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-20,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,100,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-21,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-22,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-25,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-26,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-27,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,110,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-28,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-29,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-02,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-03,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,105,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-04,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,175,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-05,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-08,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-09,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,120,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-10,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,100,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-12,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-16,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-17,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,165,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-18,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,150,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-22,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-23,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-24,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-25,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-26,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-29,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-30,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-31,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-01,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-02,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-05,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-06,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,70,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-07,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-08,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-09,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-12,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-13,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-14,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-15,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-20,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,50,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-21,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-22,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,125,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-23,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-27,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-28,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,110,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-29,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-04,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-05,457601,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
