STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,ADM842010-ADMIN ATTACHED BOARDS,010-General Fund,17200000-ASSESSING STANDARDS BOARD,Funding,00S-General Fund,2944,4349,3775,0,3775,3775,0,3775
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,010-Personal Services-Perm. Classi,1725662,1937809,1898297,0,1898297,1924708,0,1924708
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,011-Personal Services-Unclassified,126919,134001,136328,0,136328,136328,0,136328
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,018-Overtime,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,020-Current Expenses,17970,15000,15000,0,15000,12000,0,12000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,022-Rents-Leases Other Than State,3541,4125,3446,0,3446,3446,0,3446
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,030-Equipment New/Replacement,2641,3000,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,038-Technology - Software,252181,384445,350000,0,350000,300000,0,300000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,050-Personal Service-Temp/Appointe,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,060-Benefits,989100,1134838,1174771,0,1174771,1235811,0,1235811
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,066-Employee training,6420,8000,6000,0,6000,4000,0,4000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,070-In-State Travel Reimbursement,314,5000,1000,0,1000,1000,0,1000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Expense,080-Out-Of State Travel,0,3000,2000,0,2000,1000,0,1000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Funding,00S-General Fund,3124748,3629220,3586845,0,3586845,3618296,0,3618296
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Position,FTE1-Permanent Classified,27,27,27,0,27,27,0,27
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11160000-MUNICIPAL & PROPERTY DIVISION,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11200000-LAND TAXES LOST,Expense,033-Land Acquisitions and Easement,69905,98000,95000,0,95000,95000,0,95000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,11200000-LAND TAXES LOST,Funding,00S-General Fund,69905,98000,95000,0,95000,95000,0,95000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,37180000-FLOOD CONTROL,Expense,055-Flood Control,748947,830000,830000,0,830000,830000,0,830000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,37180000-FLOOD CONTROL,Funding,009-Agency Income,4676,581000,581000,0,581000,581000,0,581000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,APP841010-PROP APPRAISAL/MUNICIPAL SVCS,010-General Fund,37180000-FLOOD CONTROL,Funding,00S-General Fund,744271,249000,249000,0,249000,249000,0,249000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,010-Personal Services-Perm. Classi,1768874,2290847,2091759,0,2091759,2146987,0,2146987
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,011-Personal Services-Unclassified,130962,134589,136328,0,136328,136328,0,136328
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,018-Overtime,5198,15000,5000,0,5000,4000,0,4000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,020-Current Expenses,178948,165000,152000,0,152000,152000,0,152000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,022-Rents-Leases Other Than State,7755,8100,5768,0,5768,5768,0,5768
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,024-Maint.Other Than Build.- Grnds,0,2850,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,030-Equipment New/Replacement,24338,1975,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,050-Personal Service-Temp/Appointe,6430,20360,18000,0,18000,20000,0,20000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,060-Benefits,1127031,1515988,1389312,0,1389312,1468834,0,1468834
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,066-Employee training,4580,7000,1500,0,1500,1000,0,1000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,070-In-State Travel Reimbursement,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,080-Out-Of State Travel,2184,4000,2000,0,2000,2000,0,2000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Expense,103-Contracts for Op Services,48803,100000,84738,0,84738,64971,0,64971
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Funding,00S-General Fund,3305103,4265710,3886408,0,3886408,4001891,0,4001891
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Position,FTE1-Permanent Classified,45,45,44,0,44,44,0,44
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,10800000-TAXPAYER SERVICES,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,010-Personal Services-Perm. Classi,1107588,1583895,1362571,99060,1461631,1395021,102848,1497869
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,011-Personal Services-Unclassified,1657316,2353669,1878050,142194,2020244,1902499,151119,2053618
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,018-Overtime,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,020-Current Expenses,23794,12500,14000,0,14000,10000,0,10000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,022-Rents-Leases Other Than State,1448,2675,1584,0,1584,1584,0,1584
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,026-Organizational Dues,168460,165000,170000,0,170000,170000,0,170000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,030-Equipment New/Replacement,22762,2550,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,037-Technology - Hardware,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,038-Technology - Software,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,060-Benefits,1434114,2093508,1813998,148731,1962729,1910035,158670,2068705
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,066-Employee training,10411,30000,5000,0,5000,4000,0,4000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,070-In-State Travel Reimbursement,1869,5000,5000,0,5000,4000,0,4000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Expense,080-Out-Of State Travel,87415,312740,100000,10000,110000,100000,10000,110000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Funding,00S-General Fund,4515177,6561540,5350207,399985,5750192,5497143,422637,5919780
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Position,FTE1-Permanent Classified,22,22,20,2,22,20,2,22
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,13010000-AUDIT DIVISION,Position,FTE2-Unclassified Positions,26,26,24,2,26,24,2,26
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,010-Personal Services-Perm. Classi,602153,605363,669934,0,669934,693803,0,693803
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,011-Personal Services-Unclassified,109798,102584,126276,0,126276,126276,0,126276
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,018-Overtime,2473,11200,5000,0,5000,4000,0,4000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,020-Current Expenses,5027,10000,9000,0,9000,8000,0,8000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,022-Rents-Leases Other Than State,1524,1650,1584,0,1584,1584,0,1584
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,030-Equipment New/Replacement,0,4000,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,033-Land Acquisitions and Easement,32980,50000,48000,0,48000,48000,0,48000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,038-Technology - Software,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,060-Benefits,419779,422485,498455,0,498455,527634,0,527634
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,066-Employee training,1285,8000,2000,0,2000,1500,0,1500
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,070-In-State Travel Reimbursement,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Expense,080-Out-Of State Travel,3572,4000,2000,0,2000,2000,0,2000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Funding,00S-General Fund,1178591,1219284,1362252,0,1362252,1412800,0,1412800
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Position,FTE1-Permanent Classified,11,11,12,0,12,12,0,12
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,COL840510-REVENUE COLLECTIONS,010-General Fund,14010000-COLLECTION DIVISION,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,61840000-UNEMPLOYMENT COMPENSATION,Expense,061-Unemployment Compensation,0,2500,2500,0,2500,2500,0,2500
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,61840000-UNEMPLOYMENT COMPENSATION,Funding,00S-General Fund,0,2500,2500,0,2500,2500,0,2500
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,70290000-WORKERS COMPENSATION,Expense,062-Workers Compensation,105558,50499,102520,0,102520,109425,0,109425
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,70290000-WORKERS COMPENSATION,Funding,00S-General Fund,105558,50499,102520,0,102520,109425,0,109425
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,010-Personal Services-Perm. Classi,808394,1030615,761991,118287,880278,776722,123424,900146
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,011-Personal Services-Unclassified,735307,721815,743365,0,743365,745596,0,745596
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,018-Overtime,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,020-Current Expenses,148736,150000,144860,0,144860,147159,0,147159
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,022-Rents-Leases Other Than State,4172,5265,8124,0,8124,8124,0,8124
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,024-Maint.Other Than Build.- Grnds,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,026-Organizational Dues,14669,16000,18000,0,18000,18000,0,18000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,027-Transfers To Oit,3452002,5186804,6540067,1055,6541122,6614678,571,6615249
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,028-Transfers to Plant & Prop,547709,656609,773987,52867,826854,786325,26743,813068
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,030-Equipment New/Replacement,41660,220000,30000,0,30000,20000,0,20000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,038-Technology - Software,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,039-Telecommunications,99733,116000,100000,0,100000,100000,0,100000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,043-Debt Service,1900226,1603205,2400000,0,2400000,2330000,0,2330000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,046-Consultants,0,445440,1,458880,458881,1,458880,458881
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,049-Transfer to Other State Agenci,5592,5922,5987,0,5987,5987,0,5987
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,050-Personal Service-Temp/Appointe,32513,71604,75500,0,75500,80500,0,80500
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,060-Benefits,686799,834659,802019,73890,875909,841468,78607,920075
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,066-Employee training,2336,10000,3000,0,3000,2000,0,2000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,070-In-State Travel Reimbursement,41260,45000,40000,0,40000,42000,0,42000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,080-Out-Of State Travel,5431,18000,5000,0,5000,5000,0,5000
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,089-Transfer to DAS Maintenance Fu,0,0,57212,0,57212,57212,0,57212
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,102-Contracts for program services,0,1,1,0,1,1,0,1
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Expense,211-Property and Casualty Insuranc,16485,18087,45758,0,45758,49718,0,49718
01-GENERAL GOVERNMENT,00084-REVENUE ADMINISTRATION DEPT,084-REVENUE ADMINISTRATION DEPT,REV840010-REVENUE ADMINISTRATION,010-General Fund,78840000-ADMINISTRATION,Funding,009-Agency Income,1900241,1603205,2400000,0,2400000,2330000,0,2330000
